return_id,order_id,product_id,return_date,reason,refund_amount
R01463,O009448,P0227,2025-11-20,Changed mind,28.4
R01464,O003931,P0485,2025-10-20,Changed mind,7.59
R01465,O011039,P0028,2026-04-18,Changed mind,28.71
R01466,O005324,P0254,2025-01-03,Not as described,51.77
R01467,O006247,P0207,2024-09-23,Damaged,13.39
R01468,O012744,P0176,2026-05-26,Damaged,15.78
R01469,O016754,P0473,2024-12-01,Wrong size,43.88
R01470,O016872,P0318,2024-08-21,Changed mind,26.19
R01471,O002707,P0415,2024-08-13,Damaged,48.73
R01472,O009238,P0382,2024-08-26,Damaged,81.01
R01473,O000818,P0021,2025-10-19,Changed mind,18.7
R01474,O016355,P0196,2024-12-07,Changed mind,52.14
R01475,O005065,P0016,2025-10-20,Not as described,44.63
R01476,O009278,P0424,2024-07-24,Wrong size,55.16
R01477,O005001,P0162,2025-02-06,Not as described,60.11
R01478,O004250,P0065,2024-07-31,Changed mind,49.79
R01479,O016863,P0453,2025-09-10,Damaged,29.04
R01480,O006235,P0497,2026-05-17,Changed mind,75.29
R01481,O006188,P0346,2026-07-05,Changed mind,76.01
R01482,O019378,P0083,2024-11-15,Wrong size,23.14
R01483,O006451,P0305,2025-02-23,Wrong size,6.28
R01484,O014035,P0030,2025-03-31,Late delivery,48.75
R01485,O015425,P0175,2025-08-07,Late delivery,192.77
R01486,O012700,P0324,2025-09-30,Damaged,24.24
R01487,O006948,P0172,2026-06-30,Not as described,121.81
R01488,O011895,P0086,2025-06-23,Damaged,20.08
R01489,O014400,P0269,2025-08-14,Wrong size,23.67
R01490,O014708,P0054,2026-02-13,Changed mind,13.47
R01491,O010420,P0385,2025-07-06,Not as described,17.48
R01492,O018632,P0094,2025-12-31,Not as described,60.6
R01493,O016064,P0102,2024-11-02,Not as described,210.56
R01494,O003126,P0371,2024-07-18,Late delivery,32.0
R01495,O004573,P0031,2026-01-03,Changed mind,8.5
R01496,O012834,P0073,2026-04-02,Wrong size,49.88
R01497,O009890,P0265,2025-06-27,Damaged,93.14
R01498,O011031,P0186,2025-03-25,Late delivery,17.76
R01499,O012422,P0373,2025-02-20,Not as described,52.16
R01500,O012127,P0102,2024-11-03,Wrong size,74.86
R01501,O016820,P0372,2026-05-21,Late delivery,92.7
R01502,O013431,P0182,2025-01-04,Damaged,72.4
R01503,O017830,P0401,2025-09-13,Damaged,44.94
R01504,O008591,P0240,2026-02-07,Not as described,48.26
R01505,O010214,P0489,2025-01-26,Not as described,240.06
R01506,O011964,P0015,2026-02-04,Not as described,63.34
R01507,O001383,P0145,2026-05-25,Changed mind,45.79
R01508,O011830,P0222,2026-03-30,Damaged,97.79
R01509,O009073,P0065,2024-08-21,Damaged,48.25
R01510,O018130,P0229,2026-02-28,Wrong size,63.91
R01511,O011325,P0495,2025-06-30,Not as described,120.55
R01512,O015920,P0061,2025-03-13,Wrong size,12.31
R01513,O005585,P0108,2026-01-20,Late delivery,84.1
R01514,O009708,P0403,2025-02-25,Damaged,49.49
R01515,O010010,P0418,2026-05-27,Damaged,65.45
R01516,O017766,P0026,2025-07-30,Damaged,74.22
R01517,O018832,P0151,2026-06-21,Late delivery,87.49
R01518,O014810,P0337,2024-10-20,Late delivery,127.01
R01519,O018335,P0447,2025-05-18,Late delivery,76.82
R01520,O018763,P0491,2026-03-17,Changed mind,47.97
R01521,O018639,P0185,2025-03-10,Late delivery,53.88
R01522,O011669,P0445,2024-09-26,Not as described,46.97
R01523,O016556,P0287,2026-06-26,Damaged,72.16
R01524,O007765,P0066,2025-04-09,Wrong size,41.0
R01525,O016879,P0061,2024-10-10,Late delivery,26.28
R01526,O000075,P0381,2024-10-02,Not as described,19.3
R01527,O003897,P0025,2024-10-02,Wrong size,49.78
R01528,O018828,P0495,2025-05-28,Not as described,85.37
R01529,O000734,P0107,2025-06-17,Damaged,28.63
R01530,O001715,P0426,2026-02-06,Wrong size,52.76
R01531,O019912,P0329,2025-06-03,Late delivery,55.69
R01532,O010588,P0251,2026-07-18,Not as described,93.18
R01533,O016342,P0352,2024-09-11,Not as described,170.96
R01534,O010428,P0195,2025-06-23,Late delivery,55.55
R01535,O011565,P0344,2025-08-03,Wrong size,48.75
R01536,O004305,P0282,2026-03-31,Not as described,27.48
R01537,O003283,P0372,2026-07-18,Damaged,143.93
R01538,O013039,P0495,2024-11-02,Late delivery,63.89
R01539,O012610,P0412,2025-10-15,Late delivery,76.75
R01540,O010558,P0258,2025-11-07,Damaged,180.57
R01541,O019799,P0215,2025-11-09,Not as described,63.51
R01542,O005973,P0349,2024-08-27,Changed mind,27.51
R01543,O017619,P0490,2025-07-14,Damaged,47.68
R01544,O012511,P0028,2024-11-12,Wrong size,57.72
R01545,O013045,P0122,2025-08-27,Changed mind,84.98
R01546,O015767,P0350,2026-02-12,Not as described,160.03
R01547,O006597,P0421,2024-12-29,Not as described,79.55
R01548,O019686,P0002,2024-09-07,Damaged,100.93
R01549,O001179,P0187,2025-07-01,Damaged,11.25
R01550,O005931,P0215,2024-12-20,Not as described,111.02
R01551,O017726,P0392,2025-01-21,Changed mind,352.68
R01552,O003664,P0463,2025-03-18,Not as described,174.88
R01553,O015059,P0136,2025-02-27,Wrong size,17.16
R01554,O000406,P0065,2025-02-24,Not as described,73.96
R01555,O001559,P0325,2024-11-21,Damaged,37.21
R01556,O010899,P0458,2026-06-28,Wrong size,97.17
R01557,O005238,P0160,2026-01-12,Not as described,215.37
R01558,O002536,P0076,2024-09-20,Not as described,83.69
R01559,O008581,P0068,2025-04-05,Late delivery,26.91
R01560,O018251,P0013,2026-02-28,Changed mind,154.39
R01561,O002399,P0419,2025-12-26,Changed mind,16.68
R01562,O003843,P0478,2024-07-19,Wrong size,30.08
R01563,O009899,P0396,2025-10-09,Damaged,68.1
R01564,O012473,P0377,2026-01-10,Changed mind,19.33
R01565,O013340,P0083,2024-12-17,Late delivery,35.96
R01566,O012667,P0033,2025-06-16,Late delivery,6.81
R01567,O016031,P0067,2025-03-10,Not as described,150.87
R01568,O014606,P0139,2024-12-24,Wrong size,49.39
R01569,O012620,P0041,2024-08-13,Wrong size,85.72
R01570,O016237,P0022,2025-11-14,Late delivery,41.6
R01571,O007961,P0337,2026-05-12,Damaged,41.01
R01572,O005456,P0288,2026-06-12,Late delivery,182.91
R01573,O004641,P0415,2026-02-10,Wrong size,19.64
R01574,O007257,P0335,2025-05-29,Wrong size,29.34
R01575,O004380,P0204,2025-07-30,Wrong size,104.41
R01576,O000724,P0236,2024-10-30,Not as described,90.59
R01577,O001723,P0281,2025-07-25,Changed mind,260.7
R01578,O003338,P0194,2025-06-17,Late delivery,54.67
R01579,O002066,P0288,2025-05-08,Late delivery,46.89
R01580,O017327,P0147,2025-04-19,Changed mind,44.89
R01581,O008815,P0486,2025-05-03,Wrong size,45.45
R01582,O001854,P0224,2025-06-18,Wrong size,42.11
R01583,O012757,P0124,2025-06-14,Wrong size,63.04
R01584,O001755,P0047,2025-11-08,Damaged,110.18
R01585,O001542,P0225,2025-04-25,Late delivery,61.08
R01586,O016439,P0477,2025-08-31,Not as described,82.19
R01587,O006894,P0200,2026-05-18,Not as described,43.3
R01588,O003059,P0425,2026-07-11,Changed mind,68.11
R01589,O019620,P0363,2026-05-01,Wrong size,52.39
R01590,O003608,P0151,2024-09-02,Wrong size,20.78
R01591,O004127,P0456,2025-09-15,Damaged,16.09
R01592,O013165,P0249,2025-07-13,Not as described,63.55
R01593,O019073,P0068,2024-12-08,Damaged,54.12
R01594,O014521,P0192,2025-07-04,Changed mind,16.96
R01595,O008301,P0337,2024-12-18,Changed mind,62.14
R01596,O011728,P0316,2025-08-27,Changed mind,200.32
R01597,O010591,P0111,2025-09-15,Late delivery,107.5
R01598,O003766,P0379,2025-12-10,Not as described,46.05
R01599,O007821,P0364,2025-08-12,Changed mind,40.38
R01600,O012832,P0496,2026-07-18,Not as described,19.29
R01601,O002749,P0241,2025-11-19,Late delivery,76.37
R01602,O012735,P0264,2026-01-17,Changed mind,214.7
R01603,O016664,P0442,2025-03-21,Not as described,47.4
R01604,O001169,P0093,2025-03-10,Wrong size,59.78
R01605,O010252,P0369,2025-11-08,Changed mind,72.98
R01606,O007442,P0314,2025-10-28,Late delivery,111.04
R01607,O002772,P0296,2025-01-30,Late delivery,29.76
R01608,O014602,P0069,2025-06-08,Wrong size,67.74
R01609,O008960,P0442,2024-11-25,Changed mind,24.84
R01610,O015148,P0051,2025-11-26,Changed mind,28.63
R01611,O014170,P0447,2025-04-06,Not as described,22.55
R01612,O005009,P0424,2025-04-17,Damaged,21.41
R01613,O014019,P0479,2026-02-26,Late delivery,15.86
R01614,O013327,P0386,2026-03-20,Late delivery,76.81
R01615,O004182,P0479,2026-02-17,Damaged,44.4
R01616,O014494,P0235,2025-12-31,Late delivery,14.56
R01617,O000748,P0086,2025-06-11,Late delivery,67.41
R01618,O005509,P0101,2025-11-02,Wrong size,126.02
R01619,O016871,P0095,2026-01-10,Not as described,103.39
R01620,O008952,P0163,2025-10-28,Late delivery,25.34
R01621,O008848,P0125,2025-10-26,Wrong size,29.69
R01622,O002768,P0033,2025-04-10,Wrong size,22.06
R01623,O004427,P0302,2024-08-06,Late delivery,72.18
R01624,O001944,P0359,2025-06-04,Not as described,16.04
R01625,O003364,P0329,2024-12-12,Late delivery,9.6
R01626,O002502,P0439,2025-11-16,Wrong size,40.16
R01627,O009714,P0287,2025-08-14,Damaged,47.3
R01628,O011280,P0221,2026-01-21,Damaged,49.08
R01629,O019127,P0133,2024-10-01,Wrong size,78.36
R01630,O019289,P0191,2024-11-06,Damaged,22.32
R01631,O011785,P0491,2025-12-26,Damaged,113.98
R01632,O007917,P0218,2025-04-03,Wrong size,12.74
R01633,O010166,P0067,2024-08-18,Damaged,44.13
R01634,O014094,P0406,2026-03-01,Late delivery,33.87
R01635,O005911,P0454,2025-09-10,Damaged,47.42
R01636,O005004,P0305,2024-12-20,Changed mind,20.0
R01637,O010924,P0418,2024-11-12,Damaged,19.57
R01638,O011581,P0135,2026-02-17,Late delivery,40.8
R01639,O005414,P0294,2025-11-30,Changed mind,27.62
R01640,O010614,P0116,2025-06-18,Changed mind,50.51
R01641,O013160,P0433,2025-12-07,Not as described,236.34
R01642,O014937,P0019,2024-07-12,Changed mind,183.33
R01643,O007699,P0302,2025-09-18,Damaged,25.26
R01644,O014516,P0494,2026-04-25,Not as described,42.88
R01645,O012669,P0324,2026-04-23,Not as described,131.28
R01646,O000627,P0480,2025-10-23,Changed mind,34.39
R01647,O017432,P0321,2025-03-27,Damaged,133.97
R01648,O011943,P0354,2025-02-19,Wrong size,46.16
R01649,O009251,P0089,2026-05-02,Changed mind,43.74
R01650,O018661,P0379,2024-12-22,Wrong size,22.8
R01651,O007233,P0430,2025-06-13,Not as described,99.31
R01652,O010081,P0059,2025-04-11,Damaged,115.81
R01653,O013470,P0342,2024-08-21,Changed mind,61.94
R01654,O015723,P0459,2026-04-25,Changed mind,267.95
R01655,O007836,P0222,2026-06-03,Damaged,42.49
R01656,O003789,P0262,2025-06-30,Late delivery,26.72
R01657,O001556,P0316,2025-06-12,Late delivery,46.3
R01658,O005060,P0090,2024-08-26,Late delivery,69.55
R01659,O014908,P0051,2025-12-11,Wrong size,87.16
R01660,O018072,P0242,2025-12-22,Damaged,57.8
R01661,O005582,P0130,2025-06-18,Wrong size,50.4
R01662,O000336,P0027,2024-11-24,Not as described,21.78
R01663,O010959,P0162,2025-02-13,Changed mind,22.51
R01664,O017653,P0247,2025-02-24,Not as described,63.91
R01665,O013646,P0378,2024-09-23,Wrong size,34.0
R01666,O005681,P0359,2026-01-02,Damaged,37.49
R01667,O013634,P0303,2025-05-31,Changed mind,55.49
R01668,O001809,P0320,2025-08-22,Damaged,10.47
R01669,O000825,P0154,2025-05-21,Not as described,81.82
R01670,O002969,P0174,2026-02-12,Damaged,95.68
R01671,O013175,P0066,2026-05-09,Late delivery,51.09
R01672,O004625,P0115,2026-04-01,Wrong size,44.77
R01673,O001389,P0253,2026-02-12,Wrong size,280.51
R01674,O002039,P0217,2025-10-10,Wrong size,90.16
R01675,O013107,P0443,2024-08-12,Damaged,117.82
R01676,O010433,P0111,2025-04-21,Wrong size,142.42
R01677,O016101,P0204,2025-09-27,Wrong size,192.13
R01678,O014705,P0328,2024-09-20,Wrong size,20.47
R01679,O009674,P0319,2025-02-19,Changed mind,79.76
R01680,O015467,P0078,2025-12-16,Not as described,87.59
R01681,O000073,P0278,2025-01-11,Wrong size,73.16
R01682,O006782,P0454,2026-02-05,Not as described,154.58
R01683,O008980,P0452,2025-09-03,Not as described,15.09
R01684,O009707,P0090,2025-05-24,Not as described,36.07
R01685,O015047,P0213,2026-02-20,Not as described,15.22
R01686,O017834,P0221,2025-12-26,Wrong size,40.72
R01687,O015885,P0068,2025-01-12,Late delivery,118.15
R01688,O010146,P0384,2026-02-17,Changed mind,130.6
R01689,O014821,P0453,2025-03-10,Wrong size,54.43
R01690,O013933,P0304,2026-04-15,Changed mind,51.29
R01691,O001644,P0396,2025-11-03,Changed mind,6.76
R01692,O018222,P0440,2024-12-24,Late delivery,46.46
R01693,O007494,P0294,2026-01-28,Late delivery,82.22
R01694,O004504,P0394,2025-08-16,Wrong size,54.63
R01695,O014971,P0409,2024-07-09,Changed mind,42.82
R01696,O018963,P0455,2026-02-04,Wrong size,74.86
R01697,O008163,P0299,2025-04-18,Not as described,95.85
R01698,O004233,P0219,2025-06-25,Wrong size,24.11
R01699,O009711,P0016,2025-05-18,Wrong size,70.86
R01700,O001676,P0385,2025-04-19,Changed mind,45.58
R01701,O008557,P0135,2026-03-03,Changed mind,93.78
R01702,O006111,P0370,2024-10-06,Not as described,108.28
R01703,O000210,P0277,2025-11-13,Changed mind,18.62
R01704,O006194,P0055,2025-06-09,Damaged,34.9
R01705,O003629,P0047,2025-09-09,Damaged,94.1
R01706,O003611,P0498,2026-07-01,Changed mind,86.77
R01707,O018722,P0476,2025-10-11,Changed mind,42.61
R01708,O003553,P0086,2025-08-16,Changed mind,65.47
R01709,O016655,P0238,2025-09-29,Not as described,21.85
R01710,O019652,P0283,2024-09-25,Changed mind,44.72
R01711,O008167,P0316,2024-09-14,Changed mind,181.14
R01712,O011910,P0426,2025-12-30,Damaged,69.67
R01713,O016787,P0170,2026-06-30,Late delivery,31.94
R01714,O007814,P0406,2025-05-05,Wrong size,75.82
R01715,O012268,P0324,2025-10-10,Changed mind,92.32
R01716,O016492,P0136,2024-11-11,Late delivery,10.91
R01717,O010180,P0335,2026-02-08,Late delivery,63.19
R01718,O001331,P0270,2025-02-27,Damaged,12.1
R01719,O004295,P0043,2025-04-04,Changed mind,60.97
R01720,O014948,P0331,2024-08-03,Wrong size,18.78
R01721,O013058,P0034,2026-02-20,Damaged,8.91
R01722,O014267,P0018,2026-01-01,Late delivery,99.17
R01723,O003128,P0479,2025-08-17,Changed mind,46.16
R01724,O017172,P0125,2025-11-28,Late delivery,147.8
R01725,O010687,P0264,2026-07-19,Wrong size,12.52
R01726,O019282,P0463,2024-09-23,Not as described,48.36
R01727,O008548,P0348,2026-04-10,Late delivery,7.2
R01728,O011345,P0116,2025-12-20,Not as described,227.87
R01729,O019522,P0096,2025-04-08,Late delivery,9.56
R01730,O010989,P0071,2025-11-17,Not as described,48.24
R01731,O001923,P0180,2024-11-10,Late delivery,63.68
R01732,O000062,P0281,2025-04-16,Damaged,128.46
R01733,O016930,P0461,2024-09-18,Damaged,172.19
R01734,O015832,P0447,2024-07-25,Not as described,64.56
R01735,O003824,P0221,2024-09-30,Not as described,119.66
R01736,O002444,P0460,2026-02-23,Late delivery,130.67
R01737,O019153,P0179,2025-08-20,Wrong size,151.84
R01738,O009016,P0497,2025-06-12,Changed mind,230.94
R01739,O006515,P0025,2025-01-17,Wrong size,57.79
R01740,O009360,P0036,2025-10-20,Not as described,23.0
R01741,O016321,P0112,2024-09-12,Wrong size,70.07
R01742,O004716,P0436,2025-05-06,Damaged,23.17
R01743,O002578,P0091,2025-09-04,Changed mind,38.74
R01744,O018500,P0055,2025-01-20,Damaged,9.1
R01745,O001045,P0245,2024-08-04,Changed mind,70.07
R01746,O010703,P0386,2025-04-30,Wrong size,47.01
R01747,O018054,P0116,2025-11-04,Not as described,39.96
R01748,O004913,P0436,2026-01-10,Not as described,67.88
R01749,O001355,P0349,2025-10-10,Changed mind,66.69
R01750,O011878,P0063,2025-12-30,Late delivery,24.74
R01751,O012236,P0460,2024-09-14,Late delivery,24.1
R01752,O012979,P0078,2025-09-06,Changed mind,112.57
R01753,O002080,P0088,2024-08-01,Damaged,81.89
R01754,O016628,P0467,2025-12-04,Wrong size,60.36
R01755,O015256,P0008,2025-09-02,Wrong size,55.4
R01756,O002433,P0124,2026-07-07,Wrong size,57.45
R01757,O007758,P0184,2025-06-15,Changed mind,31.27
R01758,O019118,P0192,2025-06-19,Late delivery,70.26
R01759,O019183,P0337,2025-10-26,Wrong size,38.87
R01760,O016788,P0274,2025-06-12,Not as described,21.31
R01761,O014078,P0286,2025-10-17,Late delivery,55.14
R01762,O017986,P0429,2024-10-11,Not as described,39.59
R01763,O018829,P0264,2025-08-25,Changed mind,66.94
R01764,O001277,P0314,2025-05-02,Not as described,39.12
R01765,O002387,P0133,2025-09-27,Not as described,19.02
R01766,O005116,P0315,2026-06-27,Not as described,82.76
R01767,O013379,P0224,2026-07-23,Damaged,55.95
R01768,O019900,P0427,2025-04-22,Wrong size,14.87
R01769,O015458,P0255,2025-07-18,Wrong size,26.37
R01770,O005403,P0330,2026-02-12,Wrong size,87.75
R01771,O003408,P0243,2025-10-17,Late delivery,21.32
R01772,O019205,P0000,2025-10-08,Damaged,31.02
R01773,O003830,P0376,2024-10-10,Wrong size,78.75
R01774,O019875,P0101,2025-12-17,Changed mind,49.56
R01775,O004210,P0344,2026-01-24,Not as described,142.07
R01776,O007607,P0169,2026-05-27,Late delivery,33.08
R01777,O014947,P0185,2025-04-28,Changed mind,27.47
R01778,O011132,P0424,2026-03-12,Wrong size,54.23
R01779,O004065,P0021,2024-09-10,Wrong size,74.93
R01780,O003196,P0257,2025-09-08,Not as described,78.04
R01781,O006503,P0146,2026-04-11,Changed mind,48.47
R01782,O012186,P0108,2024-08-19,Damaged,11.03
R01783,O007469,P0087,2026-06-26,Damaged,134.53
R01784,O014806,P0418,2024-08-24,Late delivery,52.68
R01785,O015765,P0012,2026-01-12,Late delivery,31.79
R01786,O004990,P0089,2026-05-22,Not as described,59.86
R01787,O000622,P0415,2025-10-29,Late delivery,66.72
R01788,O005826,P0469,2025-10-08,Late delivery,54.13
R01789,O016776,P0089,2025-01-28,Late delivery,16.91
R01790,O011049,P0221,2026-01-06,Changed mind,8.72
R01791,O009840,P0072,2026-05-16,Damaged,36.55
R01792,O006513,P0425,2025-10-12,Wrong size,159.49
R01793,O018781,P0210,2026-04-24,Not as described,128.29
R01794,O007984,P0404,2025-08-07,Not as described,16.52
R01795,O015168,P0124,2026-02-01,Damaged,239.57
R01796,O009632,P0180,2024-10-04,Changed mind,11.82
R01797,O010277,P0291,2025-02-01,Not as described,198.59
R01798,O012212,P0298,2025-06-27,Damaged,151.46
R01799,O004035,P0272,2026-04-16,Not as described,29.66
R01800,O001628,P0020,2024-09-11,Wrong size,70.26
R01801,O012101,P0445,2025-03-26,Late delivery,39.13
R01802,O005847,P0388,2026-06-09,Damaged,38.87
R01803,O003942,P0044,2024-09-28,Changed mind,28.63
R01804,O017463,P0373,2026-04-25,Late delivery,12.62
R01805,O015169,P0134,2024-12-16,Late delivery,120.03
R01806,O011382,P0193,2026-05-06,Damaged,65.77
R01807,O004851,P0211,2025-09-09,Not as described,81.78
R01808,O013352,P0221,2024-10-25,Late delivery,46.08
R01809,O011671,P0326,2025-11-21,Not as described,99.59
R01810,O002334,P0118,2025-06-26,Not as described,6.07
R01811,O011401,P0215,2025-01-22,Changed mind,97.5
R01812,O004749,P0294,2025-04-28,Changed mind,117.91
R01813,O015988,P0448,2024-08-17,Wrong size,117.04
R01814,O017376,P0108,2026-05-14,Late delivery,93.41
R01815,O008945,P0239,2026-07-28,Changed mind,30.59
R01816,O009812,P0060,2026-01-13,Damaged,73.32
R01817,O016543,P0481,2024-12-03,Late delivery,27.29
R01818,O001397,P0237,2024-09-24,Changed mind,189.62
R01819,O011184,P0313,2025-08-28,Not as described,78.39
R01820,O017518,P0345,2025-08-21,Damaged,47.78
R01821,O002305,P0400,2026-03-27,Not as described,66.91
R01822,O004601,P0417,2024-09-05,Wrong size,105.23
R01823,O017931,P0431,2024-08-25,Late delivery,119.87
R01824,O012716,P0257,2026-04-24,Wrong size,42.15
R01825,O014738,P0049,2025-07-06,Not as described,50.74
R01826,O015808,P0456,2024-10-19,Wrong size,29.53
R01827,O006803,P0280,2025-08-01,Changed mind,70.5
R01828,O015379,P0443,2025-12-01,Late delivery,77.38
R01829,O019395,P0041,2026-03-08,Wrong size,101.63
R01830,O006074,P0147,2025-02-22,Not as described,7.97
R01831,O019926,P0398,2025-04-29,Late delivery,57.75
R01832,O008280,P0275,2025-06-01,Wrong size,29.45
R01833,O002458,P0332,2024-12-21,Late delivery,84.48
R01834,O001689,P0236,2026-06-16,Damaged,78.6
R01835,O002601,P0099,2026-06-09,Changed mind,31.41
R01836,O003939,P0337,2024-09-11,Not as described,13.73
R01837,O000400,P0439,2025-10-04,Changed mind,44.53
R01838,O004074,P0305,2024-10-31,Wrong size,96.33
R01839,O010488,P0272,2025-11-26,Not as described,116.63
R01840,O007253,P0268,2025-06-09,Not as described,44.48
R01841,O017703,P0308,2026-04-13,Not as described,115.7
R01842,O004049,P0140,2025-08-14,Not as described,53.33
R01843,O019438,P0481,2026-06-13,Late delivery,53.14
R01844,O011642,P0249,2025-09-05,Damaged,242.92
R01845,O006838,P0498,2024-09-03,Wrong size,60.64
R01846,O007915,P0496,2024-12-19,Not as described,53.85
R01847,O018269,P0473,2026-04-30,Wrong size,93.21
R01848,O017044,P0051,2025-11-23,Not as described,28.8
R01849,O011585,P0351,2026-06-18,Not as described,56.92
R01850,O008331,P0213,2025-02-16,Late delivery,33.66
R01851,O008353,P0221,2024-08-23,Not as described,64.12
R01852,O014129,P0309,2025-04-14,Late delivery,21.14
R01853,O008877,P0466,2025-08-04,Damaged,28.79
R01854,O004709,P0171,2024-08-09,Wrong size,198.08
R01855,O019679,P0404,2026-01-28,Changed mind,75.93
R01856,O013740,P0390,2026-03-09,Not as described,116.53
R01857,O015907,P0207,2024-09-07,Not as described,34.57
R01858,O000609,P0273,2026-06-28,Changed mind,57.19
R01859,O012571,P0002,2025-09-24,Damaged,118.28
R01860,O011891,P0178,2024-09-22,Not as described,119.06
R01861,O008994,P0053,2026-06-27,Not as described,14.54
R01862,O006689,P0237,2025-01-13,Wrong size,72.64
R01863,O018991,P0361,2025-02-22,Wrong size,41.21
R01864,O017018,P0420,2025-05-03,Late delivery,103.05
R01865,O019788,P0491,2025-08-19,Late delivery,198.1
R01866,O011993,P0309,2025-05-25,Late delivery,12.25
R01867,O006935,P0494,2024-08-21,Wrong size,41.01
R01868,O014816,P0051,2025-12-01,Wrong size,33.58
R01869,O002169,P0093,2026-07-02,Changed mind,118.86
R01870,O004165,P0198,2025-02-24,Changed mind,22.31
R01871,O013906,P0038,2025-11-04,Not as described,9.62
R01872,O003776,P0026,2026-07-15,Changed mind,45.26
R01873,O019439,P0107,2025-05-28,Late delivery,37.35
R01874,O005056,P0391,2025-01-22,Damaged,283.66
R01875,O002245,P0328,2026-06-06,Changed mind,104.66
R01876,O015718,P0026,2025-10-14,Not as described,63.13
R01877,O018063,P0082,2024-11-26,Not as described,5.58
R01878,O018994,P0399,2024-11-20,Changed mind,42.1
R01879,O019092,P0461,2025-08-10,Wrong size,123.47
R01880,O002453,P0294,2026-01-26,Wrong size,125.34
R01881,O012438,P0041,2024-08-22,Changed mind,122.22
R01882,O016000,P0372,2025-08-21,Not as described,14.52
R01883,O009999,P0001,2025-05-24,Changed mind,144.67
R01884,O014488,P0383,2025-01-14,Damaged,208.2
R01885,O010229,P0247,2024-09-28,Changed mind,102.0
R01886,O011271,P0029,2024-09-03,Changed mind,43.25
R01887,O012214,P0239,2025-07-26,Not as described,52.16
R01888,O012739,P0433,2026-07-03,Wrong size,152.23
R01889,O002750,P0470,2026-05-29,Late delivery,136.28
R01890,O011434,P0099,2025-06-01,Damaged,33.92
R01891,O016731,P0380,2025-09-06,Changed mind,16.07
R01892,O014253,P0068,2025-07-25,Wrong size,71.6
R01893,O009973,P0019,2026-02-17,Not as described,47.47
R01894,O015554,P0013,2024-11-23,Late delivery,77.25
R01895,O019481,P0385,2025-08-10,Late delivery,63.36
R01896,O011866,P0104,2025-11-25,Not as described,33.74
R01897,O018038,P0435,2026-01-23,Not as described,69.32
R01898,O008737,P0199,2026-05-02,Changed mind,89.11
R01899,O012852,P0464,2025-11-23,Late delivery,7.68
R01900,O017626,P0181,2025-08-18,Late delivery,26.82
R01901,O010738,P0416,2025-04-01,Late delivery,43.46
R01902,O003038,P0214,2026-01-22,Wrong size,86.66
R01903,O006120,P0036,2025-11-20,Not as described,19.77
R01904,O012976,P0152,2024-10-19,Wrong size,68.96
R01905,O004439,P0330,2025-06-01,Damaged,13.91
R01906,O012225,P0164,2025-08-24,Damaged,28.05
R01907,O007001,P0025,2025-08-23,Changed mind,78.84
R01908,O014379,P0030,2026-04-15,Late delivery,104.8
R01909,O001911,P0435,2026-06-30,Not as described,16.82
R01910,O001252,P0388,2024-09-20,Damaged,3.93
R01911,O007679,P0159,2025-08-10,Late delivery,107.86
R01912,O017328,P0003,2026-04-11,Changed mind,122.46
R01913,O012162,P0396,2026-03-17,Damaged,12.03
R01914,O009664,P0364,2026-05-28,Changed mind,21.98
R01915,O016506,P0111,2025-09-16,Wrong size,50.81
R01916,O017043,P0093,2025-05-29,Changed mind,46.41
R01917,O015079,P0028,2025-01-21,Damaged,48.86
R01918,O008490,P0204,2026-02-05,Damaged,58.81
R01919,O013769,P0442,2026-02-13,Changed mind,90.82
R01920,O013171,P0191,2026-05-12,Changed mind,93.12
R01921,O007663,P0180,2025-12-22,Wrong size,128.32
R01922,O001487,P0099,2024-12-12,Wrong size,76.48
R01923,O001222,P0205,2025-08-02,Changed mind,43.18
R01924,O004410,P0483,2025-10-07,Changed mind,68.43
R01925,O005799,P0323,2026-02-10,Changed mind,112.16
R01926,O008740,P0169,2024-08-14,Not as described,80.65
R01927,O006466,P0375,2024-10-03,Changed mind,10.54
R01928,O004893,P0269,2024-11-29,Not as described,51.9
R01929,O016673,P0204,2025-09-20,Late delivery,34.04
R01930,O012068,P0201,2024-09-08,Late delivery,11.86
R01931,O012252,P0272,2024-07-25,Late delivery,67.0
R01932,O016916,P0337,2025-05-04,Not as described,56.44
R01933,O017910,P0034,2025-03-09,Wrong size,82.26
R01934,O015693,P0437,2024-11-22,Not as described,49.53
R01935,O017346,P0118,2024-07-21,Not as described,79.52
R01936,O006543,P0448,2025-01-05,Wrong size,58.29
R01937,O008065,P0483,2024-10-09,Changed mind,86.46
R01938,O016111,P0342,2024-10-10,Late delivery,78.76
R01939,O002634,P0160,2025-10-30,Not as described,86.18
R01940,O005098,P0391,2025-09-17,Wrong size,100.43
R01941,O001368,P0083,2026-06-11,Wrong size,52.14
R01942,O015116,P0371,2026-05-03,Late delivery,114.93
R01943,O002651,P0196,2026-03-23,Late delivery,46.92
R01944,O005325,P0300,2025-10-04,Not as described,33.21
R01945,O002098,P0261,2026-06-12,Changed mind,114.52
R01946,O016370,P0178,2025-10-28,Late delivery,32.59
R01947,O007580,P0364,2026-01-13,Changed mind,197.85
R01948,O007208,P0367,2025-09-21,Late delivery,11.78
R01949,O017992,P0047,2026-03-06,Damaged,71.78
R01950,O000105,P0398,2025-09-22,Wrong size,47.55
