customer_id,signup_date,region,age_group,acquisition_channel,loyalty_tier
C03721,2025-08-29,North,25-34,Referral,Bronze
C03722,2025-12-30,East,18-24,Referral,Bronze
C03723,2026-06-25,North,35-44,Referral,Silver
C03724,2024-07-07,East,18-24,Organic,Bronze
C03725,2026-06-22,North,45-54,Referral,Bronze
C03726,2024-09-18,East,35-44,Referral,Platinum
C03727,2025-07-20,South,35-44,Referral,Gold
C03728,2025-03-06,East,18-24,Email,Bronze
C03729,2025-10-09,East,45-54,Paid Search,Gold
C03730,2025-12-09,Central,18-24,Email,Bronze
C03731,2026-03-19,East,25-34,Social,Gold
C03732,2025-04-20,West,25-34,Referral,Bronze
C03733,2026-05-12,North,45-54,Paid Search,Bronze
C03734,2025-02-21,South,35-44,Email,Platinum
C03735,2024-11-26,North,55+,Email,Bronze
C03736,2025-04-03,East,55+,Referral,Gold
C03737,2025-07-21,West,45-54,Organic,Bronze
C03738,2025-10-31,West,18-24,Referral,Bronze
C03739,2026-02-28,East,45-54,Paid Search,Gold
C03740,2024-12-11,West,25-34,Referral,Bronze
C03741,2025-02-07,North,55+,Organic,Gold
C03742,2026-05-16,North,55+,Paid Search,Gold
C03743,2025-05-17,West,18-24,Email,Bronze
C03744,2024-12-24,North,18-24,Social,Bronze
C03745,2026-06-19,North,45-54,Email,Bronze
C03746,2025-05-24,Central,18-24,Social,Bronze
C03747,2026-06-19,Central,55+,Organic,Bronze
C03748,2026-05-02,East,35-44,Email,Bronze
C03749,2026-04-22,South,35-44,Social,Silver
C03750,2025-08-29,West,55+,Social,Bronze
C03751,2026-02-03,North,25-34,Paid Search,Silver
C03752,2026-06-01,East,35-44,Referral,Bronze
C03753,2025-01-13,South,55+,Email,Bronze
C03754,2024-07-28,Central,18-24,Organic,Bronze
C03755,2025-02-19,Central,18-24,Organic,Bronze
C03756,2025-10-08,West,18-24,Organic,Silver
C03757,2025-08-03,North,25-34,Organic,Bronze
C03758,2024-08-28,East,18-24,Email,Silver
C03759,2025-08-13,South,18-24,Email,Silver
C03760,2024-11-05,Central,55+,Social,Bronze
C03761,2025-07-04,North,35-44,Social,Gold
C03762,2025-08-24,North,25-34,Referral,Gold
C03763,2025-10-08,West,35-44,Referral,Bronze
C03764,2025-04-27,East,55+,Social,Gold
C03765,2025-04-24,West,35-44,Social,Bronze
C03766,2025-11-07,North,35-44,Social,Silver
C03767,2025-12-29,West,55+,Referral,Bronze
C03768,2026-02-09,North,18-24,Email,Silver
C03769,2025-03-01,North,35-44,Paid Search,Gold
C03770,2025-05-06,East,45-54,Referral,Platinum
C03771,2025-02-27,North,35-44,Paid Search,Platinum
C03772,2025-07-20,East,55+,Email,Bronze
C03773,2024-10-01,North,55+,Referral,Silver
C03774,2025-05-10,North,25-34,Referral,Bronze
C03775,2024-11-15,West,55+,Organic,Bronze
C03776,2025-07-24,North,25-34,Paid Search,Bronze
C03777,2026-03-13,West,25-34,Email,Gold
C03778,2026-06-19,West,55+,Organic,Silver
C03779,2025-05-22,North,18-24,Organic,Bronze
C03780,2024-08-11,West,25-34,Paid Search,Platinum
C03781,2024-12-14,South,45-54,Social,Silver
C03782,2024-09-15,South,35-44,Organic,Bronze
C03783,2026-01-05,North,55+,Organic,Bronze
C03784,2026-06-18,West,25-34,Paid Search,Silver
C03785,2025-08-08,East,35-44,Social,Silver
C03786,2024-11-06,East,18-24,Social,Bronze
C03787,2024-07-16,Central,25-34,Email,Bronze
C03788,2026-06-12,South,18-24,Referral,Bronze
C03789,2025-02-16,Central,45-54,Organic,Bronze
C03790,2024-09-20,West,25-34,Email,Bronze
C03791,2024-11-07,Central,,Organic,Bronze
C03792,2025-01-03,Central,25-34,Paid Search,Bronze
C03793,2025-10-22,Central,35-44,Paid Search,Silver
C03794,2026-04-12,North,55+,Email,Bronze
C03795,2025-01-17,West,55+,Paid Search,Bronze
C03796,2025-11-13,West,18-24,Referral,Bronze
C03797,2024-08-17,West,45-54,Paid Search,Gold
C03798,2024-07-08,South,55+,Referral,Bronze
C03799,2024-08-10,Central,45-54,Referral,Bronze
C03800,2026-05-04,North,18-24,Social,Bronze
C03801,2025-08-29,East,45-54,Organic,Silver
C03802,2026-02-07,East,45-54,Email,Bronze
C03803,2024-07-16,North,45-54,Social,Bronze
C03804,2024-07-17,West,35-44,Paid Search,Gold
C03805,2026-03-11,North,35-44,Social,Silver
C03806,2024-09-13,West,45-54,Paid Search,Bronze
C03807,2024-10-22,West,35-44,Paid Search,Bronze
C03808,2025-07-14,South,45-54,Referral,Gold
C03809,2025-09-16,West,45-54,Paid Search,Gold
C03810,2024-12-14,North,25-34,Social,Silver
C03811,2025-05-21,West,45-54,Email,Silver
C03812,2025-11-04,Central,45-54,Paid Search,Gold
C03813,2025-05-19,North,35-44,Email,Gold
C03814,2025-04-05,West,45-54,Referral,Bronze
C03815,2024-08-22,East,18-24,Referral,Platinum
C03816,2025-05-26,East,25-34,Organic,Silver
C03817,2026-02-06,West,45-54,Social,Silver
C03818,2025-09-30,East,55+,Organic,Bronze
C03819,2026-04-13,East,45-54,Email,Bronze
C03820,2024-09-30,South,45-54,Paid Search,Silver
C03821,2024-07-09,South,25-34,Referral,Silver
C03822,2025-08-04,West,45-54,Organic,Bronze
C03823,2024-11-08,North,25-34,Referral,Silver
C03824,2025-09-07,East,18-24,Paid Search,Bronze
C03825,2026-04-20,North,25-34,Referral,Bronze
C03826,2025-03-03,West,45-54,Organic,Silver
C03827,2025-08-05,East,55+,Paid Search,Silver
C03828,2025-11-09,South,35-44,Paid Search,Bronze
C03829,2024-10-18,South,55+,Referral,Bronze
C03830,2026-04-16,East,45-54,Email,Bronze
C03831,2024-11-25,Central,35-44,Referral,Silver
C03832,2026-02-10,East,55+,Social,Gold
C03833,2025-10-25,East,35-44,Email,Silver
C03834,2024-10-11,West,35-44,Email,Silver
C03835,2025-12-11,South,45-54,Email,Bronze
C03836,2024-11-21,East,45-54,Referral,Bronze
C03837,2025-09-10,South,35-44,Referral,Gold
C03838,2026-05-31,North,35-44,Social,Bronze
C03839,2026-05-26,West,55+,Social,Bronze
C03840,2026-03-28,West,18-24,Email,Bronze
C03841,2025-06-26,Central,18-24,Email,Silver
C03842,2025-08-12,Central,35-44,Referral,Bronze
C03843,2025-02-04,East,18-24,Email,Bronze
C03844,2026-05-03,South,25-34,Referral,Silver
C03845,2025-06-13,West,35-44,Email,Bronze
C03846,2026-01-14,Central,35-44,Referral,Bronze
C03847,2025-03-20,West,25-34,Email,Silver
C03848,2025-12-22,East,25-34,Referral,Platinum
C03849,2024-12-11,West,45-54,Organic,Bronze
C03850,2025-12-17,West,55+,Referral,Bronze
C03851,2024-08-03,Central,45-54,Paid Search,Bronze
C03852,2024-09-15,West,35-44,Email,Bronze
C03853,2025-03-14,East,18-24,Paid Search,Gold
C03854,2025-06-17,South,25-34,Social,Silver
C03855,2025-12-01,East,35-44,Email,Bronze
C03856,2025-03-19,South,25-34,Social,Silver
C03857,2024-07-14,Central,45-54,Email,Bronze
C03858,2025-02-23,East,25-34,Organic,Bronze
C03859,2025-05-17,East,55+,Referral,Gold
C03860,2025-08-01,South,25-34,Social,Bronze
C03861,2025-10-13,West,35-44,Email,Bronze
C03862,2024-12-28,East,45-54,Paid Search,Gold
C03863,2025-09-18,North,25-34,Social,Bronze
C03864,2025-10-04,West,45-54,Social,Bronze
C03865,2026-01-18,South,35-44,Organic,Bronze
C03866,2025-07-16,East,45-54,Social,Bronze
C03867,2026-02-11,North,35-44,Email,Bronze
C03868,2024-12-09,East,55+,Referral,Bronze
C03869,2025-12-01,West,45-54,Referral,Bronze
C03870,2024-08-03,Central,18-24,Paid Search,Bronze
C03871,2024-09-13,North,35-44,Email,Silver
C03872,2026-03-23,Central,55+,Organic,Gold
C03873,2025-06-12,West,25-34,Referral,Silver
C03874,2025-09-26,South,35-44,Referral,Silver
C03875,2025-09-13,North,45-54,Referral,Silver
C03876,2025-11-19,South,25-34,Social,Bronze
C03877,2024-12-27,West,35-44,Paid Search,Bronze
C03878,2024-11-07,South,35-44,Email,Bronze
C03879,2024-08-01,East,18-24,Email,Bronze
C03880,2026-03-23,West,18-24,Paid Search,Platinum
C03881,2024-12-10,West,35-44,Social,Bronze
C03882,2025-08-24,West,18-24,Email,Gold
C03883,2025-05-28,West,55+,Social,Bronze
C03884,2024-10-27,North,35-44,Paid Search,Bronze
C03885,2025-04-28,West,45-54,Paid Search,Bronze
C03886,2024-08-30,South,25-34,Social,Bronze
C03887,2024-11-06,North,25-34,Paid Search,Bronze
C03888,2024-10-10,Central,35-44,Paid Search,Silver
C03889,2026-02-21,North,45-54,Organic,Bronze
C03890,2025-08-18,North,25-34,Paid Search,Gold
C03891,2026-05-06,East,25-34,Email,Gold
C03892,2025-05-14,South,18-24,Paid Search,Bronze
C03893,2024-11-24,North,35-44,Organic,Platinum
C03894,2025-09-17,East,,Referral,Bronze
C03895,2026-05-09,West,35-44,Social,Bronze
C03896,2025-07-24,West,25-34,Social,Bronze
C03897,2024-07-14,North,25-34,Social,Silver
C03898,2025-02-07,East,25-34,Social,Bronze
C03899,2026-05-06,West,25-34,Social,Silver
C03900,2025-07-13,North,25-34,Email,Gold
C03901,2026-05-25,North,55+,Referral,Bronze
C03902,2025-07-07,North,25-34,Referral,Silver
C03903,2024-07-09,East,25-34,Social,Silver
C03904,2026-03-29,North,45-54,Paid Search,Bronze
C03905,2026-01-08,West,55+,Organic,Bronze
C03906,2025-12-04,Central,35-44,Social,Bronze
C03907,2026-06-08,North,45-54,Referral,Bronze
C03908,2024-11-21,West,18-24,Paid Search,Silver
C03909,2026-04-22,North,35-44,Referral,Bronze
C03910,2024-12-17,North,18-24,Email,Bronze
C03911,2026-06-08,West,18-24,Email,Silver
C03912,2024-11-17,East,35-44,Social,Silver
C03913,2025-08-06,Central,25-34,Email,Gold
C03914,2026-01-27,East,18-24,Organic,Bronze
C03915,2024-08-26,North,18-24,Organic,Silver
C03916,2024-08-18,East,45-54,Organic,Bronze
C03917,2026-03-12,North,35-44,Email,Silver
C03918,2024-08-14,West,25-34,Social,Bronze
C03919,2025-09-21,West,55+,Paid Search,Bronze
C03920,2026-05-15,South,25-34,Organic,Platinum
C03921,2025-09-22,East,55+,Social,Silver
C03922,2025-06-16,West,25-34,Paid Search,Silver
C03923,2025-05-01,West,18-24,Organic,Bronze
C03924,2025-10-09,North,18-24,Organic,Silver
C03925,2025-08-21,North,25-34,Email,Bronze
C03926,2025-07-01,North,18-24,Email,Bronze
C03927,2024-10-20,South,18-24,Paid Search,Bronze
C03928,2025-10-27,East,25-34,Social,Bronze
C03929,2025-12-22,North,55+,Paid Search,Bronze
C03930,2025-11-29,South,25-34,Social,Silver
C03931,2024-08-24,East,25-34,Organic,Bronze
C03932,2025-11-25,North,55+,Referral,Gold
C03933,2025-12-15,Central,25-34,Email,Gold
C03934,2024-11-11,East,55+,Referral,Bronze
C03935,2026-03-11,South,45-54,Paid Search,Silver
C03936,2025-07-17,East,55+,Referral,Bronze
C03937,2025-06-10,South,35-44,Social,Gold
C03938,2025-12-09,West,35-44,Organic,Bronze
C03939,2025-07-07,East,25-34,Paid Search,Bronze
C03940,2025-08-02,East,35-44,Referral,Bronze
C03941,2025-02-13,Central,45-54,Email,Gold
C03942,2026-05-08,West,55+,Email,Bronze
C03943,2026-06-07,West,18-24,Paid Search,Silver
C03944,2024-10-04,North,18-24,Email,Bronze
C03945,2025-12-17,North,18-24,Referral,Silver
C03946,2024-07-18,West,45-54,Organic,Bronze
C03947,2025-03-26,East,18-24,Paid Search,Bronze
C03948,2026-06-08,West,55+,Organic,Bronze
C03949,2024-11-05,West,25-34,Organic,Bronze
C03950,2025-04-01,South,25-34,Referral,Silver
C03951,2024-12-08,South,55+,Paid Search,Silver
C03952,2025-12-13,East,45-54,Organic,Bronze
C03953,2025-06-04,South,35-44,Organic,Bronze
C03954,2025-09-06,West,55+,Referral,Bronze
C03955,2026-05-19,West,45-54,Social,Silver
C03956,2025-07-15,East,45-54,Email,Silver
C03957,2025-12-18,West,25-34,Paid Search,Gold
C03958,2024-09-10,East,55+,Email,Gold
C03959,2024-12-04,West,45-54,Referral,Bronze
C03960,2026-05-22,North,55+,Email,Bronze
C03961,2026-03-19,West,55+,Social,Gold
C03962,2025-10-22,West,35-44,Paid Search,Bronze
C03963,2025-04-02,South,25-34,Paid Search,Bronze
C03964,2024-11-23,East,55+,Social,Bronze
C03965,2026-03-13,West,55+,Social,Silver
C03966,2026-01-24,South,18-24,Organic,Silver
C03967,2024-12-24,West,45-54,Organic,Platinum
C03968,2025-09-03,Central,45-54,Social,Bronze
C03969,2025-09-25,West,45-54,Organic,Bronze
C03970,2025-06-14,South,55+,Social,Bronze
C03971,2026-05-07,East,25-34,Paid Search,Silver
C03972,2024-09-29,Central,55+,Paid Search,Bronze
C03973,2025-01-05,East,45-54,Organic,Gold
C03974,2024-09-08,North,18-24,Social,Bronze
C03975,2025-11-18,North,35-44,Organic,Silver
C03976,2025-10-13,West,18-24,Email,Silver
C03977,2026-06-20,East,55+,Referral,Bronze
C03978,2025-07-31,South,45-54,Referral,Silver
C03979,2024-10-18,South,55+,Email,Bronze
C03980,2025-05-25,West,45-54,Referral,Silver
C03981,2024-09-03,East,25-34,Referral,Silver
C03982,2025-11-02,West,35-44,Email,Silver
C03983,2025-11-04,West,55+,Paid Search,Bronze
C03984,2026-03-18,Central,18-24,Social,Platinum
C03985,2025-03-05,Central,55+,Referral,Gold
C03986,2025-02-12,South,35-44,Email,Silver
C03987,2024-08-21,West,35-44,Paid Search,Platinum
C03988,2025-04-29,North,45-54,Organic,Bronze
C03989,2025-06-12,Central,18-24,Organic,Bronze
C03990,2026-01-02,South,18-24,Paid Search,Bronze
C03991,2026-01-01,West,18-24,Referral,Bronze
C03992,2024-10-11,West,45-54,Social,Bronze
C03993,2025-01-24,North,18-24,Organic,Silver
C03994,2025-07-08,West,45-54,Referral,Bronze
C03995,2025-03-02,North,18-24,Social,Bronze
C03996,2024-07-19,East,45-54,Paid Search,Silver
C03997,2026-03-09,East,55+,Referral,Silver
C03998,2025-12-16,South,35-44,Paid Search,Platinum
C03999,2025-07-15,East,25-34,Email,Bronze
C04000,2025-02-17,Central,35-44,Referral,Gold
C04001,2026-03-07,South,45-54,Social,Bronze
C04002,2024-07-26,East,45-54,Email,Bronze
C04003,2025-05-22,West,45-54,Paid Search,Silver
C04004,2026-02-04,West,35-44,Referral,Bronze
C04005,2026-05-26,North,45-54,Organic,Silver
C04006,2024-12-31,Central,25-34,Paid Search,Bronze
C04007,2025-10-18,North,25-34,Referral,Bronze
C04008,2024-11-16,East,55+,Social,Bronze
C04009,2024-09-23,East,35-44,Organic,Bronze
C04010,2025-03-15,West,55+,Social,Bronze
C04011,2026-04-07,North,45-54,Paid Search,Bronze
C04012,2025-11-15,North,35-44,Social,Bronze
C04013,2025-06-22,West,35-44,Paid Search,Silver
C04014,2025-01-23,North,45-54,Paid Search,Bronze
C04015,2024-10-12,East,18-24,Referral,Silver
C04016,2025-01-14,West,35-44,Organic,Silver
C04017,2024-10-20,West,45-54,Email,Bronze
C04018,2024-11-14,North,18-24,Organic,Bronze
C04019,2025-11-14,South,18-24,Social,Silver
C04020,2024-10-05,Central,18-24,Email,Gold
C04021,2024-08-04,East,35-44,Referral,Bronze
C04022,2025-07-31,North,25-34,Paid Search,Silver
C04023,2025-01-25,North,35-44,Organic,Bronze
C04024,2025-05-28,South,18-24,Email,Bronze
C04025,2024-10-10,Central,25-34,Referral,Bronze
C04026,2024-12-01,South,18-24,Social,Bronze
C04027,2025-05-18,North,55+,Organic,Bronze
C04028,2025-11-16,East,35-44,Social,Bronze
C04029,2025-04-29,North,18-24,Paid Search,Bronze
C04030,2025-07-30,South,35-44,Social,Silver
C04031,2025-07-16,Central,55+,Organic,Bronze
C04032,2025-01-12,West,55+,Paid Search,Silver
C04033,2025-01-20,North,55+,Referral,Gold
C04034,2025-05-07,East,35-44,Organic,Bronze
C04035,2024-07-24,North,25-34,Referral,Bronze
C04036,2025-11-12,North,25-34,Social,Bronze
C04037,2025-09-21,East,25-34,Social,Gold
C04038,2025-02-09,East,55+,Referral,Bronze
C04039,2025-03-30,West,18-24,Paid Search,Bronze
C04040,2025-02-25,Central,55+,Referral,Platinum
C04041,2025-10-18,South,55+,Paid Search,Bronze
C04042,2026-01-05,Central,55+,Paid Search,Bronze
C04043,2024-09-18,East,45-54,Social,Gold
C04044,2025-04-28,South,55+,Email,Gold
C04045,2024-07-11,West,18-24,Paid Search,Bronze
C04046,2025-05-26,North,55+,Email,Bronze
C04047,2024-12-29,East,35-44,Organic,Bronze
C04048,2025-03-02,West,55+,Email,Bronze
C04049,2025-05-29,South,18-24,Email,Bronze
C04050,2025-02-21,West,55+,Social,Bronze
C04051,2025-04-14,South,35-44,Email,Silver
C04052,2026-01-09,West,18-24,Email,Silver
C04053,2026-02-11,North,35-44,Referral,Gold
C04054,2024-07-05,North,18-24,Paid Search,Gold
C04055,2025-04-02,South,18-24,Social,Bronze
C04056,2026-03-10,West,35-44,Social,Bronze
C04057,2025-07-22,North,55+,Paid Search,Bronze
C04058,2024-11-27,West,18-24,Referral,Bronze
C04059,2025-09-06,North,25-34,Social,Bronze
C04060,2024-10-14,East,25-34,Social,Silver
C04061,2024-07-16,South,35-44,Organic,Bronze
C04062,2025-10-05,North,18-24,Social,Bronze
C04063,2025-07-11,Central,45-54,Email,Bronze
C04064,2026-01-03,East,35-44,Social,Platinum
C04065,2025-03-09,West,55+,Email,Silver
C04066,2026-03-15,East,25-34,Organic,Bronze
C04067,2025-05-04,East,35-44,Organic,Bronze
C04068,2025-12-21,East,18-24,Paid Search,Gold
C04069,2024-09-12,Central,55+,Paid Search,Bronze
C04070,2024-09-09,West,55+,Referral,Silver
C04071,2026-01-22,East,25-34,Referral,Silver
C04072,2026-02-28,West,35-44,Social,Silver
C04073,2026-05-19,East,55+,Social,Bronze
C04074,2025-02-22,East,25-34,Paid Search,Gold
C04075,2024-07-17,East,25-34,Social,Bronze
C04076,2026-06-15,East,25-34,Email,Bronze
C04077,2025-09-12,West,45-54,Email,Bronze
C04078,2024-12-28,Central,25-34,Referral,Bronze
C04079,2026-01-08,Central,18-24,Social,Bronze
C04080,2026-04-20,West,18-24,Paid Search,Silver
C04081,2025-01-24,East,55+,Organic,Gold
C04082,2026-01-13,West,55+,Email,Bronze
C04083,2026-01-26,North,55+,Referral,Silver
C04084,2025-07-01,East,25-34,Social,Platinum
C04085,2025-10-04,South,35-44,Referral,Bronze
C04086,2025-01-13,North,35-44,Paid Search,Silver
C04087,2026-05-09,Central,35-44,Organic,Platinum
C04088,2026-06-17,West,18-24,Email,Silver
C04089,2026-06-16,East,35-44,Organic,Bronze
C04090,2025-12-20,South,18-24,Organic,Gold
C04091,2024-07-31,West,25-34,Email,Silver
C04092,2025-03-25,East,25-34,Social,Bronze
C04093,2025-05-21,West,45-54,Email,Bronze
C04094,2026-05-31,Central,55+,Email,Bronze
C04095,2025-08-03,South,45-54,Paid Search,Bronze
C04096,2025-07-26,South,35-44,Email,Bronze
C04097,2024-10-15,South,35-44,Social,Bronze
C04098,2026-01-30,North,35-44,Social,Gold
C04099,2025-03-03,South,18-24,Email,Silver
C04100,2024-09-05,North,55+,Paid Search,Bronze
C04101,2026-06-20,North,55+,Social,Bronze
C04102,2024-11-16,South,25-34,Social,Bronze
C04103,2024-07-12,North,18-24,Organic,Bronze
C04104,2024-08-26,West,18-24,Paid Search,Silver
C04105,2025-05-26,North,45-54,Organic,Bronze
C04106,2024-09-14,West,18-24,Organic,Gold
C04107,2026-03-07,North,18-24,Social,Bronze
C04108,2025-07-09,North,45-54,Referral,Bronze
C04109,2025-02-22,North,18-24,Referral,Gold
C04110,2024-07-03,West,18-24,Email,Bronze
C04111,2025-06-15,South,18-24,Social,Bronze
C04112,2024-10-19,East,45-54,Paid Search,Bronze
C04113,2026-06-13,North,25-34,Paid Search,Silver
C04114,2025-01-29,Central,25-34,Email,Bronze
C04115,2025-06-12,North,45-54,Referral,Silver
C04116,2024-07-14,South,18-24,Referral,Silver
C04117,2024-10-04,West,35-44,Paid Search,Gold
C04118,2024-11-29,South,35-44,Social,Silver
C04119,2024-08-07,South,45-54,Social,Silver
C04120,2025-12-12,West,45-54,Organic,Silver
C04121,2026-05-21,South,45-54,Organic,Bronze
C04122,2026-06-19,North,25-34,Organic,Silver
C04123,2025-01-10,East,18-24,Email,Silver
C04124,2026-01-26,North,35-44,Paid Search,Bronze
C04125,2025-07-03,Central,18-24,Email,Silver
C04126,2024-08-03,West,35-44,Paid Search,Bronze
C04127,2024-09-05,East,45-54,Email,Bronze
C04128,2025-08-04,North,55+,Organic,Bronze
C04129,2025-05-05,West,45-54,Paid Search,Bronze
C04130,2024-07-07,West,55+,Paid Search,Bronze
C04131,2026-05-10,North,35-44,Social,Bronze
C04132,2025-12-15,Central,35-44,Social,Bronze
C04133,2025-07-02,East,25-34,Organic,Bronze
C04134,2026-06-20,West,45-54,Email,Silver
C04135,2026-06-08,South,55+,Referral,Bronze
C04136,2026-06-11,North,25-34,Organic,Platinum
C04137,2025-01-05,West,18-24,Organic,Silver
C04138,2026-04-04,West,18-24,Referral,Bronze
C04139,2025-07-03,South,45-54,Email,Bronze
C04140,2025-12-12,North,45-54,Referral,Bronze
C04141,2026-03-19,West,18-24,Email,Bronze
C04142,2024-10-28,North,18-24,Email,Bronze
C04143,2025-05-23,South,45-54,Organic,Silver
C04144,2024-10-02,East,25-34,Social,Silver
C04145,2025-01-20,North,35-44,Paid Search,Bronze
C04146,2025-04-28,North,25-34,Referral,Silver
C04147,2026-03-16,North,45-54,Organic,Bronze
C04148,2026-03-21,Central,45-54,Organic,Gold
C04149,2025-04-11,South,18-24,Social,Gold
C04150,2025-02-25,West,18-24,Referral,Bronze
C04151,2025-07-22,Central,35-44,Referral,Silver
C04152,2026-04-26,West,45-54,Social,Silver
C04153,2026-06-12,East,18-24,Social,Bronze
C04154,2024-12-13,East,18-24,Paid Search,Bronze
C04155,2024-11-13,South,45-54,Referral,Silver
C04156,2025-11-28,East,35-44,Organic,Bronze
C04157,2025-02-05,Central,18-24,Organic,Bronze
C04158,2024-11-23,West,45-54,Social,Silver
C04159,2024-07-23,East,18-24,Paid Search,Bronze
C04160,2025-04-20,South,25-34,Social,Bronze
C04161,2025-04-12,Central,45-54,Referral,Platinum
C04162,2025-08-15,North,25-34,Paid Search,Bronze
C04163,2024-11-23,West,18-24,Referral,Bronze
C04164,2025-12-03,South,55+,Paid Search,Silver
C04165,2025-11-08,West,25-34,Paid Search,Bronze
C04166,2025-06-03,West,,Organic,Silver
C04167,2024-11-10,East,55+,Email,Silver
C04168,2025-07-05,North,55+,Referral,Bronze
C04169,2025-11-04,West,55+,Referral,Bronze
C04170,2025-03-29,South,25-34,Organic,Gold
C04171,2025-01-09,South,55+,Email,Gold
C04172,2025-07-05,East,18-24,Organic,Bronze
C04173,2025-03-16,East,25-34,Email,Bronze
C04174,2025-04-18,West,18-24,Email,Bronze
C04175,2025-03-12,North,35-44,Organic,Gold
C04176,2025-02-07,East,55+,Organic,Silver
C04177,2025-12-05,Central,45-54,Organic,Bronze
C04178,2025-06-01,North,55+,Email,Gold
C04179,2025-06-06,East,18-24,Email,Bronze
C04180,2025-10-20,West,45-54,Organic,Bronze
C04181,2025-03-21,Central,45-54,Social,Silver
C04182,2024-09-12,East,35-44,Email,Bronze
C04183,2026-03-14,West,18-24,Paid Search,Silver
C04184,2024-08-10,North,18-24,Email,Bronze
C04185,2025-08-21,South,55+,Paid Search,Silver
C04186,2025-01-10,Central,25-34,Paid Search,Gold
C04187,2024-12-03,Central,45-54,Paid Search,Bronze
C04188,2024-07-31,East,55+,Paid Search,Bronze
C04189,2026-04-18,East,35-44,Social,Silver
C04190,2025-05-09,East,25-34,Paid Search,Bronze
C04191,2025-03-07,North,35-44,Paid Search,Silver
C04192,2025-12-23,Central,25-34,Email,Silver
C04193,2024-07-29,West,18-24,Paid Search,Bronze
C04194,2025-08-16,East,55+,Email,Gold
C04195,2025-06-26,South,25-34,Organic,Bronze
C04196,2025-08-08,South,45-54,Organic,Bronze
C04197,2024-09-29,North,45-54,Referral,Bronze
C04198,2026-05-26,West,35-44,Social,Silver
C04199,2024-12-21,East,35-44,Email,Gold
C04200,2025-11-07,South,18-24,Email,Bronze
C04201,2025-12-27,East,35-44,Organic,Bronze
C04202,2025-03-08,Central,45-54,Referral,Bronze
C04203,2024-10-04,North,18-24,Social,Silver
C04204,2025-02-02,East,25-34,Referral,Bronze
C04205,2026-02-09,East,45-54,Social,Bronze
C04206,2026-04-22,North,55+,Social,Bronze
C04207,2026-05-15,East,25-34,Email,Bronze
C04208,2024-12-12,East,55+,Organic,Silver
C04209,2025-09-16,North,18-24,Email,Bronze
C04210,2024-10-19,North,35-44,Referral,Bronze
C04211,2025-11-30,West,55+,Email,Bronze
C04212,2025-04-30,South,35-44,Organic,Bronze
C04213,2025-12-03,West,35-44,Email,Bronze
C04214,2025-11-12,East,18-24,Organic,Bronze
C04215,2026-06-24,West,35-44,Organic,Bronze
C04216,2025-06-22,West,35-44,Paid Search,Bronze
C04217,2025-03-06,West,55+,Paid Search,Bronze
C04218,2025-07-20,East,25-34,Organic,Silver
C04219,2024-10-27,East,25-34,Organic,Bronze
C04220,2024-09-20,South,45-54,Email,Bronze
C04221,2025-07-14,South,55+,Social,Silver
C04222,2026-02-22,South,25-34,Organic,Bronze
C04223,2025-07-24,North,45-54,Social,Bronze
C04224,2026-01-22,East,55+,Email,Silver
C04225,2024-11-07,South,45-54,Email,Bronze
C04226,2025-05-24,North,35-44,Paid Search,Gold
C04227,2025-09-20,South,25-34,Organic,Bronze
C04228,2025-03-11,West,25-34,Referral,Gold
C04229,2024-07-11,East,18-24,Email,Silver
C04230,2024-08-23,West,18-24,Referral,Bronze
C04231,2026-05-08,East,35-44,Paid Search,Bronze
C04232,2025-09-15,West,18-24,Organic,Silver
C04233,2025-01-09,West,18-24,Paid Search,Bronze
C04234,2025-01-05,North,45-54,Paid Search,Bronze
C04235,2024-07-29,Central,18-24,Email,Gold
C04236,2026-05-20,North,18-24,Email,Silver
C04237,2024-09-17,East,35-44,Organic,Gold
C04238,2026-01-05,West,55+,Social,Gold
C04239,2024-12-23,South,45-54,Paid Search,Silver
C04240,2025-03-02,East,18-24,Email,Silver
C04241,2025-01-16,South,18-24,Paid Search,Silver
C04242,2026-02-22,North,45-54,Social,Gold
C04243,2024-07-24,North,45-54,Email,Silver
C04244,2025-03-14,North,25-34,Paid Search,Bronze
C04245,2025-01-20,North,55+,Organic,Silver
C04246,2025-01-15,East,55+,Email,Bronze
C04247,2024-11-18,East,45-54,Referral,Gold
C04248,2026-04-27,East,45-54,Social,Silver
C04249,2025-04-03,West,45-54,Referral,Silver
C04250,2025-05-01,North,18-24,Organic,Bronze
C04251,2025-04-07,South,45-54,Referral,Bronze
C04252,2026-06-15,West,55+,Referral,Bronze
C04253,2025-03-05,Central,25-34,Paid Search,Silver
C04254,2025-03-07,East,18-24,Organic,Silver
C04255,2025-02-25,North,25-34,Email,Bronze
C04256,2025-02-24,West,25-34,Referral,Bronze
C04257,2024-09-04,Central,55+,Organic,Bronze
C04258,2025-09-14,South,35-44,Email,Bronze
C04259,2024-07-19,South,45-54,Referral,Gold
C04260,2024-12-12,North,55+,Organic,Gold
C04261,2024-11-25,East,45-54,Social,Silver
C04262,2025-01-29,Central,45-54,Organic,Bronze
C04263,2026-01-03,West,55+,Organic,Bronze
C04264,2025-09-11,South,45-54,Social,Gold
C04265,2026-06-23,West,25-34,Paid Search,Platinum
C04266,2025-03-14,West,45-54,Organic,Bronze
C04267,2026-05-08,East,25-34,Referral,Silver
