session_id,customer_id,session_date,channel,device,pages_viewed,added_to_cart,purchased
S021848,C03319,2024-08-23,Paid Search,Desktop,7,False,False
S021849,C03552,2025-09-01,Social,Desktop,6,False,False
S021850,C04180,2025-11-27,Social,Mobile,2,False,False
S021851,C00620,2026-06-04,Paid Search,Tablet,6,False,False
S021852,C02391,2025-10-16,Social,Desktop,4,False,False
S021853,C00244,2025-02-27,Social,Mobile,9,True,False
S021854,C03649,2025-07-16,Email,Mobile,3,False,False
S021855,C02375,2024-09-24,Referral,Desktop,9,False,False
S021856,C03130,2025-11-12,Email,Desktop,4,False,False
S021857,C00675,2024-09-19,Organic,Desktop,7,False,False
S021858,C02403,2024-07-13,Paid Search,Mobile,9,False,False
S021859,C03155,2025-06-04,Referral,Desktop,8,False,False
S021860,C00392,2025-03-05,Social,Mobile,7,False,False
S021861,C03734,2026-05-20,Referral,Mobile,8,False,False
S021862,C01766,2025-01-22,Organic,Desktop,6,False,True
S021863,C04254,2026-05-25,Social,Desktop,4,True,False
S021864,C03110,2026-03-10,Paid Search,Mobile,5,False,False
S021865,C03495,2025-05-29,Organic,Mobile,3,False,False
S021866,C01726,2024-09-08,Referral,Tablet,5,True,False
S021867,C04001,2025-02-01,Paid Search,Desktop,5,False,False
S021868,C01747,2024-07-13,Organic,Desktop,5,False,False
S021869,C00630,2025-01-10,Paid Search,Mobile,4,False,False
S021870,C02544,2026-03-23,Organic,Mobile,3,False,False
S021871,C00486,2024-10-28,Paid Search,Desktop,5,True,False
S021872,C02746,2025-01-09,Email,Mobile,5,True,False
S021873,C03720,2024-12-28,Referral,Mobile,7,False,False
S021874,C01658,2026-01-26,Organic,Mobile,7,False,False
S021875,C01777,2025-03-26,Referral,Desktop,2,False,False
S021876,C02821,2025-11-09,Email,Mobile,4,True,True
S021877,C04142,2025-10-26,Social,Desktop,3,False,False
S021878,C02234,2025-08-06,Email,Desktop,4,False,False
S021879,C02999,2024-07-05,Social,Mobile,8,False,False
S021880,C04494,2026-04-19,Organic,Mobile,3,False,False
S021881,C00149,2026-02-22,Organic,Mobile,10,False,False
S021882,C00232,2024-11-15,Referral,Mobile,13,True,False
S021883,C00462,2025-12-18,Email,Mobile,4,True,False
S021884,C02657,2024-12-19,Social,Mobile,7,False,False
S021885,C00462,2025-02-08,Social,Mobile,5,True,False
S021886,C00187,2025-05-28,Organic,Mobile,4,False,True
S021887,C00369,2025-12-15,Email,Desktop,4,True,False
S021888,C00552,2026-03-31,Paid Search,Desktop,6,True,False
S021889,C03746,2025-04-10,Paid Search,Mobile,8,False,False
S021890,C00936,2026-06-17,Social,Mobile,8,False,False
S021891,C03318,2024-08-09,Social,Mobile,8,False,False
S021892,C01339,2025-01-26,Paid Search,Mobile,5,False,False
S021893,C01176,2025-03-30,Email,Mobile,8,True,False
S021894,C04347,2026-01-12,Organic,Mobile,8,True,False
S021895,C04103,2025-12-02,Email,Desktop,5,False,True
S021896,C03086,2024-07-19,Referral,Desktop,3,False,False
S021897,C00042,2025-06-15,Paid Search,Desktop,6,True,True
S021898,C03075,2024-08-09,Social,Desktop,6,False,False
S021899,C02143,2026-01-02,Organic,Tablet,10,False,False
S021900,C04638,2024-11-23,Email,Desktop,6,False,False
S021901,C02535,2024-08-15,Organic,Desktop,5,True,False
S021902,C01169,2025-08-21,Organic,Desktop,6,False,True
S021903,C02921,2025-08-10,Social,Mobile,5,False,False
S021904,C04744,2025-06-28,Referral,Mobile,9,False,False
S021905,C03961,2024-07-03,Social,Mobile,4,False,False
S021906,C02710,2026-06-04,Social,Tablet,4,False,False
S021907,C02748,2025-02-05,Organic,Desktop,9,True,False
S021908,C04590,2025-01-10,Social,Desktop,3,False,True
S021909,C01268,2026-02-15,Organic,Mobile,4,False,True
S021910,C01125,2026-04-13,Email,Tablet,6,False,False
S021911,C02981,2025-02-05,Social,Desktop,5,True,False
S021912,C04519,2025-06-12,Organic,Mobile,4,True,False
S021913,C03307,2025-03-02,Referral,Mobile,4,False,False
S021914,C03723,2024-09-23,Email,Mobile,7,False,False
S021915,C03726,2026-04-10,Email,Desktop,5,True,False
S021916,C01527,2024-07-02,Paid Search,Mobile,5,True,False
S021917,C01259,2026-05-17,Paid Search,Desktop,5,False,False
S021918,C03313,2024-07-18,Email,Desktop,7,False,False
S021919,C02459,2025-03-29,Referral,Mobile,9,False,False
S021920,C02327,2025-12-28,Organic,Mobile,8,False,False
S021921,C01552,2026-01-18,Social,Tablet,5,False,True
S021922,C02678,2025-11-16,Paid Search,Mobile,6,False,False
S021923,C01173,2025-12-08,Referral,Mobile,9,True,False
S021924,C03878,2025-10-24,Organic,Desktop,7,True,False
S021925,C03598,2025-05-24,Social,Mobile,3,False,False
S021926,C02671,2025-05-30,Email,Mobile,6,False,False
S021927,C00991,2025-07-04,Social,Mobile,5,True,False
S021928,C00201,2024-08-12,Email,Mobile,4,False,False
S021929,C01088,2026-04-12,Email,Mobile,6,True,False
S021930,C03151,2026-03-24,Paid Search,Mobile,9,True,False
S021931,C03565,2025-03-14,Social,Mobile,3,True,False
S021932,C00231,2025-06-10,Organic,Desktop,8,False,False
S021933,C00154,2026-04-13,Social,Desktop,13,True,False
S021934,C02414,2025-08-31,Referral,Mobile,9,True,False
S021935,C02458,2024-09-08,Email,Mobile,9,False,False
S021936,C04848,2024-08-12,Social,Mobile,4,False,False
S021937,C02961,2024-08-25,Referral,Mobile,6,True,False
S021938,C03654,2026-05-16,Organic,Mobile,6,True,False
S021939,C04025,2026-05-07,Referral,Mobile,4,True,False
S021940,C02452,2024-07-04,Email,Desktop,3,False,False
S021941,C02816,2025-09-12,Referral,Mobile,8,True,True
S021942,C00187,2025-04-19,Organic,Mobile,6,False,False
S021943,C04434,2026-03-18,Paid Search,Mobile,6,True,False
S021944,C03295,2026-06-19,Organic,Desktop,6,False,False
S021945,C01017,2025-07-12,Organic,Mobile,4,False,False
S021946,C00804,2025-10-27,Paid Search,Mobile,6,True,False
S021947,C03462,2025-11-01,Organic,Mobile,6,False,False
S021948,C01036,2024-07-08,Social,Desktop,6,True,False
S021949,C03438,2025-11-16,Paid Search,Desktop,7,True,False
S021950,C02862,2024-09-23,Referral,Mobile,4,False,False
S021951,C04454,2026-01-22,Organic,Mobile,3,False,True
S021952,C02044,2025-09-18,Organic,Mobile,7,False,False
S021953,C02577,2024-11-19,Organic,Desktop,5,True,False
S021954,C02558,2025-11-25,Referral,Tablet,5,True,False
S021955,C00889,2026-05-30,Referral,Mobile,2,True,False
S021956,C03554,2024-12-24,Referral,Tablet,8,False,False
S021957,C00137,2025-10-21,Referral,Mobile,9,False,False
S021958,C00961,2024-10-18,Referral,Mobile,7,False,False
S021959,C01073,2025-08-19,Referral,Mobile,6,False,False
S021960,C02118,2025-03-21,Paid Search,Mobile,9,True,False
S021961,C02953,2024-07-20,Social,Mobile,10,False,False
S021962,C00657,2025-02-11,Referral,Mobile,7,False,False
S021963,C03798,2025-02-24,Paid Search,Mobile,7,False,False
S021964,C02502,2024-12-05,Social,Desktop,4,False,False
S021965,C01767,2026-06-18,Organic,Desktop,3,False,False
S021966,C00903,2025-01-17,Organic,Mobile,6,True,False
S021967,C03421,2024-10-03,Referral,Mobile,10,True,False
S021968,C03809,2025-03-16,Paid Search,Desktop,8,False,False
S021969,C01471,2026-04-12,Paid Search,Mobile,4,True,True
S021970,C04024,2025-03-27,Organic,Mobile,6,False,False
S021971,C00762,2025-11-06,Social,Mobile,2,False,False
S021972,C00968,2026-01-28,Email,Mobile,7,False,False
S021973,C04003,2025-05-14,Paid Search,Mobile,5,False,False
S021974,C03434,2026-05-28,Email,Desktop,4,False,False
S021975,C00281,2025-05-19,Social,Mobile,6,False,True
S021976,C01224,2026-06-05,Email,Mobile,5,True,False
S021977,C01512,2025-02-14,Organic,Desktop,4,False,False
S021978,C02786,2025-06-15,Referral,Desktop,8,False,False
S021979,C00976,2025-02-03,Paid Search,Desktop,4,True,False
S021980,C01180,2025-06-22,Social,Desktop,9,False,False
S021981,C02379,2024-12-06,Email,Mobile,5,False,False
S021982,C00601,2025-07-28,Organic,Mobile,9,False,False
S021983,C02874,2025-12-21,Referral,Desktop,6,False,False
S021984,C00648,2025-01-08,Paid Search,Desktop,10,True,False
S021985,C01726,2025-04-30,Referral,Mobile,5,True,False
S021986,C00896,2025-03-27,Referral,Desktop,8,False,False
S021987,C03921,2024-07-05,Email,Mobile,7,False,False
S021988,C04965,2024-09-15,Paid Search,Desktop,7,True,False
S021989,C04904,2024-09-14,Referral,Tablet,6,False,False
S021990,C03057,2025-10-12,Referral,Mobile,4,False,False
S021991,C00858,2025-03-03,Paid Search,Mobile,7,False,False
S021992,C04774,2026-03-12,Email,Tablet,6,True,False
S021993,C04528,2024-07-08,Referral,Mobile,9,True,False
S021994,C03900,2024-07-26,Organic,Desktop,5,False,False
S021995,C02609,2026-03-21,Organic,Desktop,7,True,False
S021996,C03445,2024-12-10,Email,Desktop,8,False,False
S021997,C02625,2025-01-08,Paid Search,Desktop,6,False,False
S021998,C04707,2024-09-17,Organic,Mobile,8,True,False
S021999,C03605,2024-07-28,Organic,Desktop,5,False,True
S022000,C02348,2025-05-11,Organic,Tablet,3,True,True
S022001,C04145,2025-04-05,Referral,Desktop,7,False,True
S022002,C02354,2024-11-23,Email,Mobile,4,False,False
S022003,C02646,2024-12-21,Organic,Desktop,9,False,False
S022004,C00646,2025-11-27,Social,Desktop,3,False,False
S022005,C02491,2026-02-09,Social,Desktop,3,False,False
S022006,C04371,2025-03-28,Social,Tablet,3,False,False
S022007,C02866,2025-03-31,Paid Search,Desktop,6,False,False
S022008,C01758,2026-03-06,Organic,Mobile,7,False,False
S022009,C00444,2025-03-26,Paid Search,Desktop,4,False,False
S022010,C00788,2025-09-30,Referral,Mobile,6,False,False
S022011,C03987,2025-01-31,Organic,Mobile,2,False,False
S022012,C00590,2024-10-05,Organic,Mobile,5,False,False
S022013,C02458,2024-11-25,Email,Desktop,9,False,False
S022014,C01002,2024-07-13,Paid Search,Mobile,8,False,False
S022015,C04051,2025-08-20,Paid Search,Mobile,6,False,False
S022016,C04412,2025-11-12,Paid Search,Desktop,6,False,False
S022017,C01448,2026-05-05,Referral,Desktop,6,True,False
S022018,C00052,2026-04-25,Email,Mobile,9,False,False
S022019,C03445,2026-02-26,Paid Search,Mobile,3,False,True
S022020,C03441,2024-07-29,Paid Search,Desktop,10,False,False
S022021,C01730,2026-02-05,Social,Mobile,3,False,False
S022022,C04552,2025-03-30,Email,Mobile,7,True,False
S022023,C02321,2024-09-04,Organic,Desktop,4,True,False
S022024,C00728,2026-02-03,Paid Search,Desktop,7,False,False
S022025,C01615,2025-11-01,Organic,Mobile,5,True,False
S022026,C03163,2026-06-26,Social,Desktop,6,True,False
S022027,C00279,2025-05-21,Paid Search,Tablet,3,False,False
S022028,C01156,2025-10-26,Social,Mobile,5,True,False
S022029,C03644,2025-08-08,Social,Tablet,4,False,True
S022030,C01087,2025-03-13,Referral,Desktop,7,False,False
S022031,C02742,2025-02-09,Email,Mobile,7,False,False
S022032,C03193,2025-11-24,Social,Mobile,8,False,False
S022033,C00315,2025-10-27,Paid Search,Mobile,10,False,False
S022034,C04437,2026-05-20,Email,Mobile,3,False,False
S022035,C03598,2025-03-30,Social,Mobile,7,False,False
S022036,C04658,2025-11-15,Organic,Mobile,8,True,False
S022037,C02575,2025-05-07,Social,Mobile,8,False,False
S022038,C03522,2025-01-01,Referral,Desktop,7,False,False
S022039,C01096,2026-04-29,Social,Desktop,7,True,False
S022040,C03718,2026-01-07,Organic,Desktop,5,True,False
S022041,C00088,2025-09-15,Paid Search,Mobile,9,False,False
S022042,C04328,2026-02-16,Social,Desktop,8,False,False
S022043,C01391,2024-10-14,Email,Desktop,7,False,False
S022044,C03897,2024-10-01,Paid Search,Mobile,7,False,False
S022045,C03735,2026-01-17,Referral,Tablet,4,False,False
S022046,C01900,2026-03-30,Referral,Desktop,3,False,False
S022047,C00942,2025-04-18,Email,Desktop,8,True,False
S022048,C01256,2024-11-27,Organic,Mobile,9,True,True
S022049,C01020,2026-04-06,Email,Desktop,6,False,False
S022050,C00953,2026-04-29,Social,Desktop,6,False,False
S022051,C03432,2025-11-29,Organic,Mobile,4,False,False
S022052,C04718,2024-08-03,Social,Desktop,4,True,False
S022053,C00285,2026-06-27,Social,Mobile,6,False,False
S022054,C00473,2024-08-01,Paid Search,Mobile,6,False,False
S022055,C03270,2024-12-07,Referral,Desktop,6,False,False
S022056,C00954,2026-02-13,Organic,Mobile,2,False,True
S022057,C00169,2025-01-17,Email,Mobile,4,False,False
S022058,C04393,2026-03-24,Organic,Mobile,1,False,False
S022059,C03240,2025-09-07,Paid Search,Mobile,6,False,False
S022060,C01550,2026-03-11,Social,Desktop,5,False,False
S022061,C03125,2025-06-12,Email,Mobile,5,False,False
S022062,C03353,2025-08-29,Organic,Mobile,8,True,False
S022063,C01844,2025-06-06,Email,Mobile,5,True,False
S022064,C00537,2026-04-06,Social,Mobile,5,False,False
S022065,C02781,2024-11-06,Paid Search,Desktop,7,False,True
S022066,C00618,2026-05-11,Referral,Desktop,4,False,False
S022067,C00706,2026-06-04,Paid Search,Mobile,6,False,False
S022068,C01410,2024-12-07,Referral,Mobile,7,False,True
S022069,C01648,2025-10-13,Organic,Desktop,8,False,False
S022070,C03206,2025-09-30,Email,Desktop,3,True,False
S022071,C04260,2024-12-12,Social,Mobile,6,False,False
S022072,C03665,2025-10-18,Social,Mobile,4,False,True
S022073,C00768,2025-05-21,Organic,Desktop,3,False,False
S022074,C03667,2025-08-26,Organic,Mobile,9,False,False
S022075,C00715,2025-08-08,Social,Mobile,13,False,False
S022076,C01868,2025-07-10,Organic,Mobile,8,True,False
S022077,C02070,2024-09-13,Organic,Mobile,3,False,False
S022078,C00715,2025-06-01,Paid Search,Mobile,6,True,False
S022079,C04310,2025-11-27,Paid Search,Mobile,6,False,False
S022080,C00182,2025-03-21,Organic,Mobile,8,False,False
S022081,C03707,2025-10-22,Referral,Desktop,4,False,False
S022082,C01111,2025-05-17,Paid Search,Mobile,7,False,False
S022083,C03767,2025-12-03,Organic,Desktop,11,True,False
S022084,C02535,2026-03-26,Social,Mobile,7,False,False
S022085,C00507,2025-11-21,Organic,Desktop,6,False,False
S022086,C00256,2025-04-05,Email,Desktop,2,True,False
S022087,C02439,2024-10-26,Referral,Mobile,11,False,False
S022088,C03927,2024-09-07,Paid Search,Mobile,7,False,False
S022089,C04864,2025-09-20,Organic,Tablet,4,True,False
S022090,C01651,2026-01-31,Organic,Mobile,3,True,False
S022091,C03762,2025-10-28,Referral,Mobile,4,False,False
S022092,C01415,2025-01-12,Paid Search,Mobile,11,True,False
S022093,C03457,2024-09-26,Paid Search,Mobile,7,True,False
S022094,C04259,2025-11-24,Referral,Mobile,5,True,False
S022095,C00509,2025-07-14,Paid Search,Desktop,9,False,False
S022096,C03024,2025-10-14,Email,Desktop,5,True,False
S022097,C02810,2024-10-06,Social,Mobile,3,True,False
S022098,C03862,2026-01-23,Social,Mobile,9,True,False
S022099,C00407,2024-12-26,Referral,Mobile,2,True,False
S022100,C04928,2025-01-11,Referral,Desktop,6,False,False
S022101,C03566,2024-11-05,Organic,Desktop,6,False,False
S022102,C00850,2025-02-17,Email,Desktop,7,False,False
S022103,C01410,2025-07-27,Email,Desktop,7,False,False
S022104,C00636,2026-06-09,Referral,Mobile,4,False,False
S022105,C02799,2025-06-25,Paid Search,Mobile,8,False,False
S022106,C04465,2024-10-29,Social,Mobile,5,False,False
S022107,C01240,2024-10-15,Paid Search,Mobile,8,True,False
S022108,C01558,2026-04-30,Organic,Mobile,7,False,False
S022109,C03557,2025-07-10,Social,Mobile,9,True,True
S022110,C02395,2026-05-07,Email,Tablet,5,True,False
S022111,C01751,2025-07-09,Paid Search,Tablet,8,False,False
S022112,C01435,2026-05-15,Email,Desktop,4,False,False
S022113,C03172,2025-03-29,Social,Desktop,5,True,True
S022114,C02081,2025-08-22,Paid Search,Desktop,8,True,False
S022115,C03250,2024-07-11,Email,Mobile,7,False,False
S022116,C02972,2025-06-28,Social,Mobile,4,False,True
S022117,C04044,2026-06-28,Referral,Mobile,5,False,False
S022118,C01382,2026-05-06,Referral,Desktop,8,True,False
S022119,C00917,2025-01-29,Organic,Desktop,10,False,False
S022120,C00512,2026-04-28,Paid Search,Desktop,5,False,False
S022121,C01940,2026-05-26,Referral,Desktop,6,False,False
S022122,C02214,2024-10-23,Referral,Desktop,9,False,False
S022123,C02703,2025-04-18,Social,Desktop,7,False,False
S022124,C01165,2025-08-11,Social,Mobile,4,False,False
S022125,C02682,2024-12-09,Email,Mobile,7,False,False
S022126,C03468,2025-10-26,Organic,Mobile,5,False,True
S022127,C00093,2024-08-29,Paid Search,Mobile,6,True,False
S022128,C02100,2024-10-09,Referral,Mobile,7,False,False
S022129,C04030,2025-06-14,Organic,Desktop,7,True,False
S022130,C02074,2025-04-07,Referral,Desktop,8,True,False
S022131,C04534,2025-02-08,Referral,Tablet,3,True,False
S022132,C03481,2024-07-24,Organic,Mobile,11,False,False
S022133,C03315,2025-09-02,Organic,Tablet,2,False,False
S022134,C04333,2025-01-07,Organic,Mobile,6,False,False
S022135,C03042,2025-12-26,Referral,Mobile,3,False,False
S022136,C01562,2025-04-26,Email,Mobile,2,False,False
S022137,C00178,2026-01-22,Referral,Mobile,11,False,False
S022138,C02672,2025-08-04,Social,Desktop,7,False,False
S022139,C01750,2024-07-06,Referral,Desktop,6,False,False
S022140,C00537,2024-08-21,Organic,Mobile,6,False,False
S022141,C04290,2024-07-03,Referral,Desktop,4,False,True
S022142,C03893,2025-08-07,Paid Search,Mobile,7,False,False
S022143,C04912,2024-12-25,Paid Search,Mobile,6,False,False
S022144,C03074,2025-11-13,Referral,Desktop,5,False,False
S022145,C03398,2025-09-10,Email,Mobile,1,False,False
S022146,C02117,2026-01-02,Organic,Desktop,3,False,False
S022147,C00423,2026-01-06,Email,Desktop,6,True,False
S022148,C04284,2024-12-05,Social,Mobile,5,False,False
S022149,C04031,2025-02-19,Email,Desktop,6,True,True
S022150,C03568,2025-06-02,Referral,Mobile,7,False,False
S022151,C02867,2024-08-10,Organic,Mobile,6,False,False
S022152,C01059,2025-02-20,Organic,Desktop,6,False,False
S022153,C00449,2024-12-29,Email,Desktop,6,False,False
S022154,C03792,2024-09-03,Referral,Mobile,9,True,False
S022155,C02027,2026-02-10,Email,Mobile,7,False,False
S022156,C04202,2026-02-24,Referral,Desktop,5,False,False
S022157,C00010,2026-04-25,Organic,Desktop,5,False,False
S022158,C01569,2025-01-30,Email,Mobile,6,False,False
S022159,C02270,2025-08-28,Social,Desktop,7,False,False
S022160,C00289,2026-03-09,Social,Mobile,7,False,False
S022161,C00878,2026-05-01,Social,Mobile,6,False,False
S022162,C00504,2026-03-28,Social,Desktop,10,True,False
S022163,C03040,2024-09-13,Paid Search,Mobile,11,True,False
S022164,C02353,2025-07-06,Paid Search,Mobile,8,False,False
S022165,C04363,2025-05-04,Organic,Mobile,4,False,True
S022166,C04472,2024-10-23,Organic,Mobile,4,False,True
S022167,C02142,2025-03-24,Social,Mobile,3,False,False
S022168,C03045,2026-06-13,Email,Mobile,4,True,False
S022169,C03235,2024-07-11,Email,Desktop,3,True,False
S022170,C04891,2024-09-11,Email,Mobile,8,True,False
S022171,C00325,2026-06-14,Social,Mobile,5,True,False
S022172,C00227,2024-08-13,Organic,Desktop,8,True,False
S022173,C04020,2026-04-11,Paid Search,Mobile,8,False,True
S022174,C00551,2025-12-01,Email,Desktop,7,False,False
S022175,C00632,2025-03-22,Organic,Desktop,5,False,False
S022176,C04142,2024-11-06,Referral,Mobile,4,False,False
S022177,C02035,2025-08-20,Social,Mobile,6,False,False
S022178,C00681,2024-09-21,Paid Search,Desktop,9,False,False
S022179,C01203,2025-06-22,Referral,Mobile,2,False,False
S022180,C04816,2024-11-27,Referral,Mobile,5,False,False
S022181,C01020,2024-08-05,Email,Tablet,4,False,False
S022182,C02459,2026-05-23,Social,Desktop,8,False,True
S022183,C01607,2025-04-17,Referral,Mobile,4,False,False
S022184,C03768,2026-05-16,Email,Mobile,6,True,False
S022185,C00042,2025-01-03,Social,Desktop,7,False,False
S022186,C02982,2024-12-21,Paid Search,Mobile,5,False,False
S022187,C04589,2025-10-10,Paid Search,Tablet,8,False,False
S022188,C02132,2026-03-24,Social,Mobile,7,False,False
S022189,C00797,2026-04-24,Referral,Mobile,4,False,False
S022190,C02377,2024-07-27,Paid Search,Mobile,8,False,True
S022191,C02613,2025-09-20,Organic,Desktop,3,False,False
S022192,C04887,2026-04-03,Paid Search,Tablet,8,False,False
S022193,C00903,2025-10-04,Referral,Mobile,6,False,False
S022194,C04209,2025-09-22,Organic,Desktop,2,False,False
S022195,C00162,2025-03-16,Email,Desktop,4,False,False
S022196,C01797,2025-04-28,Social,Desktop,6,False,False
S022197,C01243,2024-09-17,Social,Mobile,4,True,False
S022198,C00976,2025-11-01,Referral,Mobile,4,False,False
S022199,C00170,2026-02-14,Social,Mobile,11,False,False
S022200,C04513,2026-01-31,Organic,Desktop,4,True,False
S022201,C04449,2026-03-01,Organic,Mobile,3,True,False
S022202,C04160,2024-12-28,Organic,Mobile,7,False,True
S022203,C03745,2025-03-11,Paid Search,Desktop,3,True,False
S022204,C03416,2026-06-09,Organic,Mobile,8,False,False
S022205,C00455,2025-12-07,Social,Mobile,8,False,False
S022206,C01538,2025-12-30,Email,Desktop,4,False,False
S022207,C03934,2025-01-07,Email,Mobile,5,True,False
S022208,C03875,2025-03-29,Organic,Desktop,10,False,False
S022209,C00423,2026-04-16,Social,Desktop,8,False,False
S022210,C01412,2024-08-30,Social,Mobile,3,True,False
S022211,C02831,2025-08-23,Email,Mobile,6,False,False
S022212,C03977,2025-09-30,Email,Mobile,6,False,False
S022213,C01400,2025-09-09,Referral,Mobile,5,False,False
S022214,C00998,2025-04-14,Organic,Mobile,5,False,False
S022215,C04190,2025-08-30,Referral,Mobile,7,False,False
S022216,C04148,2024-10-09,Organic,Desktop,5,False,False
S022217,C00732,2025-09-17,Email,Mobile,3,False,False
S022218,C04406,2025-04-06,Organic,Desktop,5,True,False
S022219,C03381,2026-02-04,Referral,Desktop,12,False,False
S022220,C03307,2026-01-12,Referral,Tablet,8,False,False
S022221,C00888,2024-10-16,Paid Search,Mobile,6,False,False
S022222,C01198,2024-12-24,Email,Tablet,13,False,False
S022223,C03005,2024-07-21,Email,Mobile,4,False,False
S022224,C01485,2025-06-30,Email,Mobile,5,True,False
S022225,C00159,2026-02-03,Organic,Mobile,4,False,False
S022226,C01016,2025-10-03,Email,Desktop,4,False,False
S022227,C02475,2026-02-03,Referral,Tablet,6,False,False
S022228,C04534,2026-05-13,Social,Mobile,5,True,False
S022229,C01952,2024-07-29,Referral,Mobile,8,True,False
S022230,C02088,2026-04-03,Paid Search,Mobile,4,False,False
S022231,C04805,2024-10-30,Social,Mobile,11,False,True
S022232,C03976,2025-01-18,Organic,Desktop,9,True,True
S022233,C03867,2026-01-22,Referral,Mobile,6,False,False
S022234,C03773,2025-07-28,Referral,Mobile,2,False,False
S022235,C01736,2025-12-27,Paid Search,Tablet,10,True,False
S022236,C00351,2025-04-04,Social,Mobile,8,False,False
S022237,C02064,2025-05-08,Organic,Mobile,8,True,False
S022238,C02080,2026-06-23,Email,Desktop,3,False,False
S022239,C04069,2025-02-20,Organic,Desktop,3,False,False
S022240,C03992,2025-11-05,Referral,Mobile,11,True,False
S022241,C01893,2025-01-15,Social,Desktop,7,False,False
S022242,C03087,2024-09-13,Email,Mobile,7,False,False
S022243,C00496,2025-04-17,Email,Mobile,8,True,False
S022244,C01082,2025-05-16,Social,Desktop,5,False,False
S022245,C00316,2025-07-17,Organic,Mobile,9,True,False
S022246,C00602,2025-03-17,Organic,Mobile,2,False,True
S022247,C03374,2024-07-03,Email,Desktop,6,False,False
S022248,C02278,2025-05-11,Email,Mobile,9,True,False
S022249,C03591,2025-01-30,Paid Search,Mobile,6,False,False
S022250,C02309,2025-01-10,Email,Desktop,5,False,False
S022251,C02009,2025-02-23,Email,Mobile,5,False,False
S022252,C01592,2025-06-13,Organic,Mobile,7,True,False
S022253,C02152,2025-07-14,Referral,Mobile,6,False,False
S022254,C01062,2024-07-06,Paid Search,Mobile,6,False,True
S022255,C02981,2025-05-20,Social,Mobile,6,False,False
S022256,C01433,2026-03-09,Referral,Mobile,7,False,False
S022257,C03780,2024-08-12,Email,Mobile,8,False,False
S022258,C01450,2025-11-16,Paid Search,Mobile,10,True,False
S022259,C04553,2025-07-25,Referral,Desktop,4,False,False
S022260,C02152,2025-03-22,Paid Search,Tablet,9,False,False
S022261,C00662,2026-06-09,Email,Mobile,6,False,False
S022262,C04479,2026-01-12,Paid Search,Mobile,6,False,False
S022263,C04360,2025-04-01,Email,Mobile,7,False,False
S022264,C04285,2026-04-28,Social,Mobile,10,False,False
S022265,C01717,2025-07-21,Referral,Tablet,3,False,False
S022266,C02887,2025-07-10,Referral,Mobile,9,False,False
S022267,C04076,2026-05-29,Organic,Mobile,5,True,True
S022268,C03886,2024-07-29,Paid Search,Mobile,3,False,False
S022269,C03519,2025-09-29,Social,Desktop,6,False,True
S022270,C02526,2025-08-26,Organic,Desktop,7,False,False
S022271,C00926,2025-04-13,Paid Search,Tablet,6,True,False
S022272,C00446,2026-05-30,Paid Search,Mobile,9,False,False
S022273,C03161,2025-06-13,Organic,Desktop,6,False,False
S022274,C02903,2025-08-12,Social,Desktop,1,False,False
S022275,C00176,2025-11-25,Organic,Mobile,5,False,False
S022276,C01610,2025-10-25,Organic,Mobile,8,False,False
S022277,C04885,2026-06-28,Referral,Mobile,6,False,True
S022278,C02292,2026-04-18,Paid Search,Mobile,5,True,False
S022279,C00510,2025-04-16,Paid Search,Desktop,2,True,False
S022280,C02622,2024-11-19,Email,Desktop,7,True,False
S022281,C03901,2026-04-09,Social,Desktop,7,False,False
S022282,C04448,2025-12-20,Organic,Desktop,10,True,False
S022283,C00858,2025-09-01,Social,Tablet,5,True,True
S022284,C04264,2024-09-20,Paid Search,Desktop,2,True,False
S022285,C03967,2024-10-28,Email,Desktop,7,False,False
S022286,C03553,2025-12-27,Referral,Mobile,7,True,False
S022287,C03862,2025-12-21,Social,Mobile,4,False,True
S022288,C01412,2026-05-13,Referral,Mobile,6,False,False
S022289,C04134,2025-06-19,Email,Desktop,11,False,False
S022290,C04787,2025-06-01,Referral,Mobile,5,True,False
S022291,C02892,2026-01-08,Social,Mobile,6,True,False
S022292,C04376,2025-05-12,Social,Desktop,4,False,False
S022293,C03069,2025-12-15,Paid Search,Mobile,6,False,False
S022294,C03546,2025-07-31,Social,Mobile,5,False,True
S022295,C01334,2025-09-30,Referral,Desktop,4,False,False
S022296,C04815,2025-03-05,Email,Mobile,8,False,False
S022297,C04525,2025-07-03,Paid Search,Desktop,8,True,False
S022298,C03171,2025-08-31,Paid Search,Mobile,3,False,False
S022299,C03498,2026-06-08,Social,Mobile,7,True,False
S022300,C02261,2026-06-16,Email,Desktop,2,True,False
S022301,C03681,2026-04-20,Paid Search,Mobile,7,False,False
S022302,C01746,2024-07-09,Social,Desktop,3,False,False
S022303,C01814,2026-05-13,Paid Search,Mobile,7,False,False
S022304,C03550,2025-11-13,Referral,Mobile,9,False,False
S022305,C00610,2024-07-20,Organic,Desktop,5,False,False
S022306,C02203,2025-10-20,Email,Mobile,7,False,False
S022307,C01767,2024-11-25,Organic,Mobile,8,False,False
S022308,C03862,2026-06-01,Social,Mobile,9,False,False
S022309,C01681,2025-04-19,Referral,Desktop,9,False,False
S022310,C02450,2025-07-21,Referral,Mobile,7,False,False
S022311,C02087,2025-08-09,Referral,Desktop,5,False,False
S022312,C03525,2025-06-18,Organic,Mobile,9,False,False
